23364,,,
23365,,,
23366,,,
23367,Sami is Layla's abductor.,Sami escaped his abductor.,Sami was mistaken for the girl's abductor.
23368,,,
23369,Did you know the Colonia Agrippinensis has an aqueduct?,Did you know Cologne has an aqueduct?,Cologne had an aqueduct.
23370,,,
23371,,,
23372,,,
23373,,,
23374,,,
23375,,,
23376,,,
23377,,,
23378,,,
23379,,,
23380,,,
23381,,,
23382,,,
23383,,,
23384,,,
23385,,,
23386,,,
23387,,,
23388,,,
23389,,,
23390,,,
23391,,,
23392,,,
23393,,,
23394,,,
23395,,,
23396,,,
23397,,,
23398,,,
23399,,,
23400,,,
23401,,,
23402,,,
23403,,,
23404,,,
23405,,,
23406,,,
23407,,,
23408,,,
23409,,,
23410,,,
23411,,,
23412,,,
23413,,,
23414,,,
23415,,,
23416,,,
23417,,,
23418,,,
23419,,,
23420,,,
23421,,,
23422,,,
23423,,,
23424,,,
23425,,,
23426,,,
23427,,,
23428,,,
23429,,,
23430,,,
23431,,,
23432,,,
23433,,,
23434,,,
23435,,,
23436,,,
23437,,,
23438,,,
23439,,,
23440,,,
23441,,,
23442,,,
23443,The rejected feel dejected.,The judge is dejected.,Tom is dejected.
23444,,,
23445,,,
23446,,,
23447,,,
23448,,,
23449,,,
23450,,,
23451,,,
23452,,,
23453,You're ineligible.,Tom is ineligible for this award.,Luxury spending is ineligible for tax deductions.
23454,,,
23455,,,
23456,,,
23457,,,
23458,,,
23459,,,
23460,,,
23461,They called their new country the Republic of Liberia.,"Michael Glawogger died of malaria in Monrovia, Liberia in April of 2014.",Monrovia is the capital of Liberia.
23462,,,
23463,,,
23464,,,
23465,,,
23466,,,
23467,,,
23468,,,
23469,,,
23470,He asked me to transliterate the Hebrew sentence.,She's trying to transliterate something that was written in Arabic.,We have to transliterate the Russian characters to the Latin alphabet.
23471,,,
23472,,,
23473,,,
23474,,,
23475,,,
23476,,,
23477,,,
23478,,,
23479,,,
23480,,,
23481,,,
23482,,,
23483,,,
23484,,,
23485,,,
23486,,,
23487,,,
23488,,,
23489,,,
23490,,,
23491,,,
23492,,,
23493,,,
23494,,,
23495,,,
23496,,,
23497,,,
23498,,,
23499,,,
23500,,,
23501,,,
23502,,,
23503,,,
23504,,,
23505,,,
23506,,,
23507,,,
23508,,,
23509,,,
23510,,,
23511,,,
23512,,,
23513,,,
23514,,,
23515,,,
23516,,,
23517,,,
23518,,,
23519,,,
23520,,,
23521,,,
23522,,,
23523,,,
23524,,,
23525,,,
23526,,,
23527,,,
23528,,,
23529,,,
23530,,,
23531,,,
23532,,,
23533,Sami's biological father is rumored to be a mobster.,"The old man is a mobster. Be careful, because he is a cold-blooded killer!","Meyer Lansky was a Jewish mobster and close associate of ""Lucky"" Luciano."
23534,,,
23535,,,
23536,,,
23537,,,
23538,,,
23539,,,
23540,,,
23541,,,
23542,,,
23543,,,
23544,,,
23545,,,
23546,,,
23547,,,
23548,What is your patronymic?,"What is your surname, first name and patronymic?",What's your patronymic?
23549,,,
23550,,,
23551,,,
23552,,,
23553,,,
23554,,,
23555,,,
23556,Flash grenades explode with a loud bang and cause disorientation.,Vertigo is a sense of disorientation in space.,I'm a connoisseur of disorientation.
23557,,,
23558,,,
23559,,,
23560,I do not believe in pacifism.,I am a fan of pacifism.,I'm a fan of pacifism.
23561,,,
23562,,,
23563,,,
23564,,,
23565,,,
23566,,,
23567,,,
23568,,,
23569,,,
23570,,,
23571,,,
23572,,,
23573,,,
23574,,,
23575,,,
23576,,,
23577,,,
23578,,,
23579,,,
23580,,,
23581,,,
23582,,,
23583,,,
23584,This music is highly polyphonic.,His music is highly polyphonic.,This is a polyphonic composition.
23585,,,
23586,,,
23587,,,
23588,,,
23589,,,
23590,,,
23591,,,
23592,,,
23593,,,
23594,,,
23595,,,
23596,,,
23597,,,
23598,,,
23599,,,
23600,,,
23601,,,
23602,,,
23603,,,
23604,,,
23605,,,
23606,,,
23607,,,
23608,,,
23609,,,
23610,,,
23611,,,
23612,,,
23613,,,
23614,,,
23615,,,
23616,,,
23617,,,
23618,,,
23619,,,
23620,,,
23621,,,
23622,,,
23623,The doctor will examine the pelvis and rectum to feel for any blockages.,Please remove your caput from your rectum.,The rectum begins at the rectosigmoid junction and ends at the anus.
23624,,,
23625,,,
23626,,,
23627,,,
23628,,,
23629,,,
23630,,,
23631,,,
23632,,,
23633,,,
23634,,,
23635,,,
23636,,,
23637,,,
23638,,,
23639,,,
23640,,,
23641,,,
23642,,,
23643,,,
23644,,,
23645,,,
23646,,,
23647,,,
23648,,,
23649,,,
23650,,,
23651,,,
23652,,,
23653,,,
23654,,,
23655,,,
23656,,,
23657,,,
23658,,,
23659,,,
23660,,,
23661,,,
23662,,,
23663,,,
23664,,,
23665,,,
23666,This doesn't mean Yanni is oversensitive.,Yanni is oversensitive.,Yanni is oversensitive to criticism.
23667,,,
23668,,,
23669,,,
23670,,,
23671,,,
23672,,,
23673,,,
23674,,,
23675,,,
23676,,,
23677,,,
23678,,,
23679,,,
23680,,,
23681,,,
23682,,,
23683,,,
23684,,,
23685,,,
23686,,,
23687,Corporate bankruptcies continued at a high level last month.,The cold weather continued for three weeks.,The cost of operating schools continued to rise.
23688,,,
23689,,,
23690,,,
23691,,,
23692,,,
23693,,,
23694,,,
23695,,,
23696,,,
23697,,,
23698,,,
23699,,,
23700,,,
23701,,,
23702,,,
23703,,,
23704,,,
23705,,,
23706,,,
23707,,,
23708,,,
23709,,,
23710,,,
23711,,,
23712,,,
23713,,,
23714,,,
23715,,,
23716,,,
23717,,,
23718,,,
23719,,,
23720,,,
23721,,,
23722,,,
23723,We were contracted to build a railway.,Mr Brown contracted with the builder for a new house.,My father contracted pneumonia last month.
23724,,,
23725,,,
23726,,,
23727,,,
23728,,,
23729,,,
23730,,,
23731,,,
23732,,,
23733,,,
23734,,,
23735,,,
23736,,,
23737,,,
23738,A unicycle has only one wheel.,I know a girl who can ride a unicycle.,I rode a unicycle today.
23739,,,
23740,,,
23741,,,
23742,,,
23743,,,
23744,,,
23745,,,
23746,,,
23747,,,
23748,,,
23749,,,
23750,,,
23751,,,
23752,,,
23753,,,
23754,,,
23755,,,
23756,,,
23757,,,
23758,,,
23759,,,
23760,,,
23761,,,
23762,,,
23763,,,
23764,,,
23765,The firm has recently diversified its products so as to extend its market.,Algeria should have a diversified economy.,"Algeria still doesn't have a productive, diversified and modern economy."
23766,,,
23767,,,
23768,,,
23769,,,
23770,,,
23771,I wish to revisit England before I get too old.,Those old memories of junk food are nice to revisit.,Karma will come to revisit you some day.
23772,,,
23773,,,
23774,,,
23775,,,
23776,,,
23777,,,
23778,,,
23779,,,
23780,,,
23781,,,
23782,,,
23783,,,
23784,,,
23785,,,
23786,,,
23787,,,
23788,,,
23789,,,
23790,,,
23791,,,
23792,,,
23793,,,
23794,,,
23795,,,
23796,,,
23797,,,
23798,,,
23799,,,
23800,,,
23801,,,
23802,,,
23803,,,
23804,,,
23805,,,
23806,,,
23807,,,
23808,,,
23809,,,
23810,,,
23811,,,
23812,,,
23813,,,
23814,,,
23815,,,
23816,,,
23817,,,
23818,,,
23819,,,
23820,,,
23821,,,
23822,,,
23823,,,
23824,,,
23825,,,
23826,,,
23827,,,
23828,It's an oligarchy.,The stench of censorship will spell the end of the oligarchy.,Algerians are tired of the corrupt economic oligarchy.
23829,,,
23830,Avian medicine - diagnosis and treatment of illnesses.,Dinosaurs can be divided into avian dinosaurs and non-avian dinosaurs.,Non-avian dinosaurs are all dinosaurs other than birds.
23831,,,
23832,,,
23833,,,
23834,,,
23835,,,
23836,,,
23837,,,
23838,,,
23839,,,
23840,,,
23841,,,
23842,,,
23843,,,
23844,,,
23845,,,
23846,It ships in Certified Frustration-Free Packaging.,"Warning, the guy in front of you is a certified nutter!","You're a certified pilot, aren't you?"
23847,,,
23848,,,
23849,,,
23850,,,
23851,,,
23852,,,
23853,,,
23854,,,
23855,"Some attention should be paid to word order, gender and declension.","The Latin noun ""hortus"" belongs to the o-declension.",That is the wrong declension.
23856,,,
23857,,,
23858,,,
23859,,,
23860,,,
23861,,,
23862,,,
23863,,,
23864,,,
23865,,,
23866,,,
23867,,,
23868,,,
23869,,,
23870,,,
23871,,,
23872,,,
23873,,,
23874,I don't want to be Sami's incubator.,Sami got me pregnant but I don't want to be his human incubator.,I got pregnant by Sami but I don't want to be his incubator.
23875,,,
23876,,,
23877,,,
23878,,,
23879,,,
23880,,,
23881,,,
23882,,,
23883,,,
23884,,,
23885,,,
23886,,,
23887,He's an Algerian epidemiologist.,I'm an epidemiologist.,Tom used to be an epidemiologist.
23888,,,
23889,,,
23890,,,
23891,,,
23892,,,
23893,,,
23894,,,
23895,,,
23896,,,
23897,,,
23898,,,
23899,,,
23900,,,
23901,,,
23902,,,
23903,,,
23904,,,
23905,,,
23906,,,
23907,,,
23908,How many humps would an offspring of a Bactrian and a dromedary camel get?,"""Can you identify this animal?"" ""Sure! It's a camel!"" ""Wrong! A dromedary!""","A dromedary has one hump, but a bactrian camel has two humps."
23909,,,
23910,,,
23911,,,
23912,Tom is an egomaniac.,He's a raving egomaniac.,Tom is a raving egomaniac.
23913,,,
23914,,,
23915,,,
23916,,,
23917,,,
23918,,,
23919,,,
23920,,,
23921,,,
23922,,,
23923,,,
23924,,,
23925,,,
23926,,,
23927,,,
23928,,,
23929,,,
23930,,,
23931,,,
23932,,,
23933,,,
23934,,,
23935,,,
23936,,,
23937,,,
23938,,,
23939,,,
23940,,,
23941,,,
23942,,,
23943,,,
23944,,,
23945,,,
23946,,,
23947,,,
23948,,,
23949,Tom slept on the inflatable mattress.,Tom slept on an inflatable mattress.,Tom slept on an inflatable bed.
23950,,,
23951,,,
23952,,,
23953,,,
23954,,,
23955,,,
23956,,,
23957,,,
23958,,,
23959,,,
23960,,,
23961,,,
23962,,,
23963,,,
23964,,,
23965,,,
23966,,,
23967,,,
23968,,,
23969,,,
23970,,,
23971,,,
23972,,,
23973,,,
23974,,,
23975,,,
23976,,,
23977,,,
23978,Bigamy is when you have one wife too many.,Bigamy is having one wife too many.,Bigamy is having one wife too many. Monogamy is the same.
